270147.004000000,21550026.916966114,45.000000000,65.352151371,146.627399248,2.675613010,3.269287994,-116167.416513720,-14827863.854980536,21592054.742747769,2867713.885863834,1.000000000
270147.004000000,21705292.353148788,39.000000000,65.490919813,301.025466969,2.672650708,3.251131216,-88619.407511098,-2155895.284023170,22658028.247286785,13577679.897876075,7.000000000
270147.004000000,23369472.741769493,35.000000000,37.154942324,28.531873751,4.026396606,4.892764483,-10854.052450257,-12809998.145315588,7864867.823886550,21906961.858496483,8.000000000
270147.004000000,21462167.848561406,45.000000000,69.699706190,35.743266367,2.592884381,3.226139843,-77792.334661402,-12511959.819939144,17809979.085866056,14936365.577770812,11.000000000
270147.004000000,25129075.820213363,31.000000000,15.239184779,136.393229416,9.251821673,7.354608508,-233783.846824389,-21980993.668541584,9972997.138802582,-10711986.196239300,22.000000000
270148.004000000,21549938.653742239,46.000000000,65.359510377,146.614656259,2.675455358,3.269256774,-116167.417926469,-14827878.650304822,21591588.985817313,2870927.750394483,1.000000000
270148.004000000,21705239.040426560,39.000000000,65.496399669,301.010142008,2.672534185,3.251127583,-88619.410353477,-2156982.205772354,22659354.758249100,13575189.411337037,7.000000000
270148.004000000,23370110.987171639,35.000000000,37.149420796,28.537400505,4.026908721,4.893471703,-10854.052828775,-12811440.465085732,7862495.470553424,21906995.098364539,8.000000000
270148.004000000,21462548.254745930,45.000000000,69.691750153,35.737329500,2.593017600,3.226407501,-77792.332075998,-12512148.023540247,17807980.596316405,14938488.940447118,11.000000000
270148.004000000,25128927.260531623,31.000000000,15.242825819,136.386742794,9.249664064,7.354375034,-233783.846897215,-21982420.894220475,9972781.844421018,-10709296.490708072,22.000000000
270149.004000000,21549850.574518107,46.000000000,65.366867734,146.601902647,2.675297803,3.269225619,-116167.419339306,-14827893.269334149,21591122.875376020,2874141.552356665,1.000000000
270149.004000000,21705186.058704078,39.000000000,65.501878812,300.994810048,2.672417712,3.251123961,-88619.413196057,-2158068.899361185,22660681.063020866,13572698.634071684,7.000000000
270149.004000000,23370749.309573624,35.000000000,37.143899340,28.542927795,4.027420998,4.894179000,-10854.053207215,-12812882.926723788,7860123.202319597,21907027.872627683,8.000000000
270149.004000000,21462928.883930091,45.000000000,69.683793261,35.731401900,2.593150897,3.226675232,-77792.329490813,-12512336.314047076,17805981.843061347,14940611.979376331,11.000000000
270149.004000000,25128778.776848778,32.000000000,15.246466568,136.380255093,9.247507672,7.354141502,-233783.846969980,-21983847.792384330,9972566.595342636,-10706606.553332021,22.000000000
